nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
PONTA ILUMINACAO;24 meses;A3;19,14% a.a.;R$149.000;199;loan_143;100.0%;143
