nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;codigo_emprestimo_numero
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;152;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;152;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;152;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;152;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;152;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;152;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;153;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;153;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;153;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;153;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;153;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;153;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;153;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;153;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;153;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;153;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;154;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;154;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;154;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;154;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;154;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;154;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;154;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;154;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;154;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;154;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;155;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;155;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;155;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;155;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;155;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;155;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;155;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;155;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;155;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;155;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;156;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;156;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;156;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;156;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;156;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;156;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;156;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;156;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;156;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;156;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;157;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;157;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;157;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;157;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;157;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;157;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;157;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;157;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;157;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;157;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;158;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;158;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;158;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;158;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;158;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;158;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;158;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;158;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;158;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;158;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;159;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;159;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;159;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;159;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;159;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;159;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;159;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;159;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;159;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;159;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;160;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;160;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;160;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;160;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;160;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;160;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;160;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;160;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;160;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;160;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;161;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;161;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;161;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;161;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;161;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;161;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;161;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;161;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;161;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;161;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;162;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;162;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;162;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;162;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;162;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;162;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;162;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;162;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;162;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;162;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;163;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;163;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;163;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;163;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;163;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;163;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;163;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;163;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;163;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;163;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;164;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;164;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;164;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;164;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;164;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;164;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;164;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;164;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;164;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;164;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;165;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;165;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;165;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;165;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;165;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;165;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;165;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;165;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;165;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;165;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;166;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;166;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;166;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;166;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;166;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;166;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;166;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;166;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;166;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;166;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;167;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;167;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;167;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;167;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;167;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;167;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;167;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;167;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;167;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;167;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;168;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;168;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;168;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;168;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;168;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;168;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;168;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;168;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;168;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;168;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;169;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;169;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;169;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;169;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;169;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;169;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;169;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;169;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;169;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;169;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;170;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;170;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;170;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;170;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;170;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;170;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;170;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;170;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;170;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;170;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;171;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;171;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;171;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;171;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;171;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;171;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;171;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;171;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;171;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;171;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;172;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;172;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;172;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;172;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;172;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;172;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;172;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;172;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;172;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;172;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;173;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;173;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;173;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;173;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;173;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;173;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;173;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;173;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;173;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;173;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;174;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;174;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;174;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;174;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;174;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;174;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;174;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;174;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;174;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;174;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;175;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;175;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;175;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;175;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;175;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;175;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;175;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;175;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;175;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;175;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;176;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;176;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;176;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;176;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;176;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;176;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;176;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;176;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;176;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;176;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;177;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;177;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;177;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;177;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;177;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;177;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;177;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;177;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;177;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;177;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;178;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;178;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;178;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;178;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;178;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;178;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;178;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;178;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;178;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;178;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;179;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;179;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;179;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;179;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;179;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;179;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;179;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;179;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;179;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;179;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;180;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;180;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;180;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;180;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;180;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;180;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;180;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;180;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;180;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;180;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;181;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;181;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;181;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;181;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;181;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;181;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;181;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;181;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;181;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;181;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;182;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;182;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;182;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;182;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;182;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;182;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;182;loan_128233;128233
