nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem
Franquia Tokiomaki Joinville;24 meses;C3;35,28% a.a.;R$28.000;145;loan_31268;100.0%
Mikro-Stamp Estampas;24 meses;B5;23,29% a.a.;R$254.000;145;loan_30499;100.0%
Densitel Transformadores;24 meses;B3;21,99% a.a.;R$322.000;145;loan_30166;100.0%
Photosant;24 meses;B6;24,02% a.a.;R$108.000;145;loan_28928;100.0%
Restaurante Container;24 meses;C1;28,32% a.a.;R$56.000;145;loan_28811;100.0%
10FC Marketing ;24 meses;D3;46,44% a.a.;R$34.000;145;loan_28146;100.0%
Torre Forte Auto Center;24 meses;D3;46,44% a.a.;R$34.000;146;loan_22660;100.0%
Real Light Elétrica e Iluminação;24 meses;C3;35,28% a.a.;R$66.000;146;loan_30536;100.0%
Brascon Comunicação Visual;24 meses;C1;28,32% a.a.;R$34.000;146;loan_30295;100.0%
Authentic Auto Peças;24 meses;D1;42,08% a.a.;R$56.000;146;loan_30186;100.0%
Finteligente Soluções Financeiras;18 meses;C3;35,28% a.a.;R$34.000;146;loan_30036;100.0%
GESCONTROL CONSULTORIA E ASSESSORIA CORPORATIVA;24 meses;B6;24,02% a.a.;R$66.000;146;loan_29379;100.0%
Ecossis Soluções Ambientais;24 meses;B6;24,02% a.a.;R$112.000;146;loan_26451;100.0%
João B. Alves Representações;15 meses;B6;24,02% a.a.;R$128.000;146;loan_30080;100.0%
AZ Perfumes;24 meses;B4;22,56% a.a.;R$110.000;146;loan_29612;100.0%
Finnofarma;24 meses;B6;24,02% a.a.;R$78.000;146;loan_29183;100.0%
Cantinho da Coxinha;24 meses;C1;28,32% a.a.;R$88.000;147;loan_28286;100.0%
Ziviti Assistência em Perícia Médico-Ambiental;24 meses;C1;28,32% a.a.;R$110.000;147;loan_28010;100.0%
Óticas Carol;24 meses;C1;28,32% a.a.;R$110.000;147;loan_24168;100.0%
Premium;24 meses;B3;21,99% a.a.;R$220.000;147;loan_23256;100.0%
Verticore IT;24 meses;B4;22,56% a.a.;R$112.000;147;loan_28659;100.0%
Cacau Show Farroupilha-RS;24 meses;D1;42,08% a.a.;R$56.000;147;loan_27200;100.0%
Soria Aquecedor Solar;24 meses;B5;23,29% a.a.;R$132.000;147;loan_26827;100.0%
Semembrás Comércio de Sementes;24 meses;B4;22,56% a.a.;R$326.000;147;loan_24591;100.0%
NextComm - Gestão e Inovação;24 meses;B3;21,99% a.a.;R$56.000;147;loan_24467;100.0%
Lumini Iluminação;24 meses;A3;19,14% a.a.;R$532.000;147;loan_27950;100.0%
MAKE IT SIMPLE;24 meses;B3;21,99% a.a.;R$324.000;148;loan_26815;100.0%
Locat Locação de Equipamentos;24 meses;D1;42,08% a.a.;R$28.000;148;loan_26445;100.0%
CRV Corretora e Consultoria Financeira;24 meses;C1;28,32% a.a.;R$40.000;148;loan_26410;100.0%
Usincal Usinagem;24 meses;B4;22,56% a.a.;R$326.000;148;loan_26007;100.0%
Alumínio Total Consultoria Industrial;24 meses;C1;28,32% a.a.;R$66.000;148;loan_25852;100.0%
Maxtera - Grupo CDS;24 meses;B2;21,27% a.a.;R$382.000;148;loan_25818;100.0%
BRQ Alimentos;24 meses;B3;21,99% a.a.;R$532.000;148;loan_25600;100.0%
Romini Massas FoodService;24 meses;D1;42,08% a.a.;R$26.000;148;loan_24789;100.0%
E-BORDADOS;24 meses;C3;35,28% a.a.;R$56.000;148;loan_26717;100.0%
Fenix Regina Correntes e Bijuterias;24 meses;B6;24,02% a.a.;R$110.000;148;loan_25943;100.0%
Playerid Loja Gamer;24 meses;C3;35,28% a.a.;R$34.000;149;loan_25378;100.0%
Nina Leninha Cosmeticos ;6 meses;D2;43,91% a.a.;R$32.000;149;loan_22595;100.0%
Auto Posto Laurentino;24 meses;D1;42,08% a.a.;R$28.000;149;loan_22442;100.0%
Laboratório São Camilo;24 meses;C1;28,32% a.a.;R$54.000;149;loan_21372;100.0%
FABRICA DE AGUARDENTE SAO JOAQUIM;24 meses;B4;22,56% a.a.;R$512.000;149;loan_25589;100.0%
Wizard Piraporinha;12 meses;C2;31,37% a.a.;R$54.000;149;loan_24988;100.0%
Salus Cosméticos;18 meses;C3;35,28% a.a.;R$28.000;149;loan_24772;100.0%
Kendari Comunicação Visual;24 meses;B6;24,02% a.a.;R$56.000;149;loan_23259;100.0%
CrossFit Saurus;24 meses;C2;31,37% a.a.;R$34.000;149;loan_21577;100.0%
C&L Saúde da Pele;24 meses;C1;30,15% a.a.;R$82.000;149;loan_24083;100.0%
Stein Têxtil;12 meses;C3;35,91% a.a.;R$30.000;150;loan_24018;100.0%
Kern Process Engineering;24 meses;B6;24,46% a.a.;R$86.000;150;loan_23825;100.0%
Real Suplementos;24 meses;B6;24,46% a.a.;R$88.000;150;loan_20497;100.0%
BS Móveis Planejados;24 meses;C3;35,91% a.a.;R$34.000;150;loan_18047;100.0%
Ervas e Cia;12 meses;C3;35,91% a.a.;R$26.000;150;loan_23238;100.0%
Ecotecno Equipamentos para Galvanoplastia;24 meses;C1;30,15% a.a.;R$110.000;150;loan_23044;100.0%
Ottom Automação;24 meses;B5;23,73% a.a.;R$28.000;150;loan_22692;100.0%
Saga Indústria Têxtil;24 meses;C1;30,15% a.a.;R$110.000;150;loan_22557;100.0%
FB CAPITAL;24 meses;B6;24,46% a.a.;R$110.000;150;loan_22740;100.0%
Vapnet Software;24 meses;B6;24,46% a.a.;R$56.000;150;loan_22001;100.0%
Carofany Livros;24 meses;B6;24,46% a.a.;R$66.000;151;loan_22510;100.0%
I9CRIACOES AGENCIA 360;24 meses;D1;42,08% a.a.;R$34.000;151;loan_22285;100.0%
SNT Maquinas;24 meses;C1;30,15% a.a.;R$110.000;151;loan_21055;100.0%
Multiservice Transportadora;24 meses;B3;22,42% a.a.;R$88.000;151;loan_20917;100.0%
Citróleo Produtos Naturais;24 meses;C3;35,91% a.a.;R$108.000;151;loan_21813;100.0%
SPL Comex;24 meses;B4;23,00% a.a.;R$220.000;151;loan_22766;100.0%
High End Produtos Esportivos;24 meses;B5;23,73% a.a.;R$206.000;151;loan_22585;100.0%
Alfama Alimentos Ultracongelados;24 meses;B5;23,73% a.a.;R$304.000;151;loan_22513;100.0%
Agro Garden;24 meses;C3;35,91% a.a.;R$34.000;151;loan_21342;100.0%
Usincal Usinagem e Calderaria;24 meses;B4;23,00% a.a.;R$56.000;151;loan_19609;100.0%
Teixeira Têxtil;24 meses;B2;21,70% a.a.;R$304.000;152;loan_21305;100.0%
Prime Secure Corretora de Seguros;24 meses;B4;23,00% a.a.;R$78.000;152;loan_21241;100.0%
Cativo Distribuidora;24 meses;B2;21,70% a.a.;R$148.000;152;loan_21088;100.0%
Promafa Biofaz Derivados de Mandioca;24 meses;B4;23,00% a.a.;R$162.000;152;loan_20694;100.0%
TRONTEC AUTOMACAO;24 meses;B5;23,73% a.a.;R$216.000;152;loan_20654;100.0%
Pietra Acessórios;18 meses;B4;23,00% a.a.;R$54.000;152;loan_20334;100.0%
REDAI;24 meses;B3;22,42% a.a.;R$108.000;152;loan_20121;100.0%
Sertec Brasil - Tubos e Conexões;24 meses;C1;30,15% a.a.;R$128.000;152;loan_20776;100.0%
Impacta Certificação & Treinamentos;24 meses;A3;20,27% a.a.;R$444.000;152;loan_20322;100.0%
Ilumne Cursos;24 meses;C3;35,91% a.a.;R$36.000;152;loan_20067;100.0%
Focco Câmbio;24 meses;C1;30,15% a.a.;R$130.000;153;loan_19821;100.0%
Custom Water Rótulos e Comunicação;24 meses;C1;30,15% a.a.;R$130.000;153;loan_19365;100.0%
Colégio Multiplus;24 meses;C1;30,15% a.a.;R$160.000;153;loan_18774;100.0%
Multi3 Produções e Eventos;24 meses;C3;35,91% a.a.;R$56.000;153;loan_17806;100.0%
Gigalink Provedor de Internet;24 meses;B2;21,70% a.a.;R$248.000;153;loan_16003;100.0%
Security Dynamics;24 meses;C1;30,15% a.a.;R$132.000;153;loan_19867;100.0%
Engemap Geoinformação;24 meses;B5;23,73% a.a.;R$262.000;153;loan_19495;100.0%
Sigma Metais;24 meses;B3;22,42% a.a.;R$192.000;153;loan_19469;100.0%
Proquimaq/Newplac Borrachas;24 meses;A3;20,27% a.a.;R$528.000;153;loan_19396;100.0%
Master Piece Soluções em TI;24 meses;C3;35,91% a.a.;R$94.000;153;loan_19319;100.0%
IntelServ Cobrança;24 meses;B6;24,46% a.a.;R$268.000;154;loan_18225;100.0%
Celena Projetos de Iluminação;24 meses;A2;19,56% a.a.;R$488.000;154;loan_19491;100.0%
Pousada Areias do Rosa;24 meses;C3;35,91% a.a.;R$56.000;154;loan_18961;100.0%
Destack Portas Corta-fogo;24 meses;C1;30,15% a.a.;R$56.000;154;loan_18798;100.0%
MAINFLAME COMBUSTION TECHNOLOGY;24 meses;C1;30,15% a.a.;R$78.000;154;loan_18778;100.0%
Pipefit Tubos e Conexões;24 meses;C2;32,92% a.a.;R$58.000;154;loan_18061;100.0%
Baby Bear Props;24 meses;C3;35,91% a.a.;R$34.000;154;loan_18025;100.0%
Comunidade Geriatrica de Nova Odessa;24 meses;D1;42,08% a.a.;R$28.000;154;loan_11208;100.0%
Costão do Santinho Resort;24 meses;A1;18,86% a.a.;R$520.000;154;loan_19056;100.0%
Digital Segurança;24 meses;C1;30,15% a.a.;R$110.000;154;loan_17831;100.0%
DH Tech Comercial e Engenharia;24 meses;C3;35,91% a.a.;R$56.000;155;loan_16832;100.0%
Big & Bom Supermercados;18 meses;C3;35,91% a.a.;R$110.000;155;loan_16710;100.0%
My Shop Brasil - eCommerce;24 meses;B5;23,73% a.a.;R$208.000;155;loan_16433;100.0%
Krüt Consultoria ;24 meses;D1;42,08% a.a.;R$88.000;155;loan_11478;100.0%
Onira Soluções Ambientais;24 meses;C1;30,15% a.a.;R$112.000;155;loan_17497;100.0%
Itté - Importadora e Distribuidora Produtos Infantis;24 meses;B6;24,46% a.a.;R$76.000;155;loan_17488;100.0%
R. Tashiro Consultoria;24 meses;C3;35,91% a.a.;R$26.000;155;loan_17441;100.0%
quattroD - Tecnologia para Construção;24 meses;B6;24,46% a.a.;R$136.000;155;loan_17231;100.0%
DC Química;24 meses;C1;30,15% a.a.;R$78.000;155;loan_13209;100.0%
SMarine Tintas Náuticas;18 meses;C1;30,15% a.a.;R$48.000;155;loan_17394;100.0%
NexITera Tecnologia;24 meses;C1;30,15% a.a.;R$118.000;156;loan_16889;100.0%
GAYA REGULATORIOS;24 meses;B5;23,73% a.a.;R$44.000;156;loan_16492;100.0%
Faculdade Paulista de Pesquisa e Ensino Superior;24 meses;B4;23,00% a.a.;R$212.000;156;loan_15928;100.0%
Cialho Alimentos;24 meses;C3;35,91% a.a.;R$106.000;156;loan_15281;100.0%
Projectual Engenharia;24 meses;C1;30,15% a.a.;R$164.000;156;loan_14058;100.0%
MaxiSpice Alimentos;24 meses;B4;23,00% a.a.;R$216.000;156;loan_16438;100.0%
Verticore IT;24 meses;B4;23,00% a.a.;R$154.000;156;loan_16180;100.0%
Máxima Visão - Perícias e Vistorias;24 meses;C1;30,15% a.a.;R$66.000;156;loan_15477;100.0%
Sol a Sol Confecções;24 meses;C3;35,91% a.a.;R$78.000;156;loan_15136;100.0%
Idéia Midia Painéis Publicitários;24 meses;C3;35,91% a.a.;R$56.000;156;loan_14983;100.0%
Violeta Restaurante;24 meses;B6;24,46% a.a.;R$56.000;157;loan_14503;100.0%
SPL Comex;24 meses;B4;23,00% a.a.;R$220.000;157;loan_15557;100.0%
iW Inglês Sem Enrolação - Embu Guaçu;24 meses;C3;35,91% a.a.;R$56.000;157;loan_15126;100.0%
Proinox Sistemas Sanitários;24 meses;C3;35,91% a.a.;R$166.000;157;loan_11812;100.0%
EQSAN;24 meses;B4;23,00% a.a.;R$164.000;157;loan_14797;100.0%
Americana Motores;24 meses;C3;35,91% a.a.;R$56.000;157;loan_14596;100.0%
Motel Gaivotas;24 meses;C3;35,91% a.a.;R$46.000;157;loan_13704;100.0%
Hotel do Ildo;24 meses;C1;30,15% a.a.;R$112.000;157;loan_13407;100.0%
RPA Auto Peças;24 meses;B6;24,46% a.a.;R$46.000;157;loan_14404;100.0%
Auto Posto B&T - Itaú de Minas;24 meses;C1;30,15% a.a.;R$78.000;157;loan_14171;100.0%
Globbal Pro - Escritórios e Lojas;24 meses;B6;24,46% a.a.;R$220.000;158;loan_13933;100.0%
Transportadora Transbrotense;24 meses;B1;21,13% a.a.;R$412.000;158;loan_13648;100.0%
BLACK HOOK FISHING;24 meses;B6;24,46% a.a.;R$56.000;158;loan_13560;100.0%
Ecotecno Equipamentos para Galvanoplastia;24 meses;C3;35,91% a.a.;R$112.000;158;loan_11151;100.0%
Bioma Científica Produtos e Serviços Laboratoriais;24 meses;C3;35,91% a.a.;R$58.000;158;loan_4163;100.0%
Celena Projetos de Iluminação;24 meses;A3;20,27% a.a.;R$540.000;158;loan_13896;100.0%
AZ Perfumes;24 meses;B6;24,46% a.a.;R$228.000;158;loan_13315;100.0%
Pageware Tecnologia;24 meses;C3;35,91% a.a.;R$32.000;158;loan_13055;100.0%
AlumiClaro Esquadrias de Alumínio;24 meses;C1;30,15% a.a.;R$110.000;158;loan_12413;100.0%
Nova Aliança Gestão Empresarial;12 meses;C1;30,15% a.a.;R$54.000;158;loan_12237;100.0%
Batuque Promo;24 meses;C1;30,15% a.a.;R$220.000;159;loan_12084;100.0%
Gois e Azanha Assessoria e Consultoria;24 meses;C3;35,91% a.a.;R$28.000;159;loan_10606;100.0%
Euston Automação de Sistemas;24 meses;B4;23,00% a.a.;R$118.000;159;loan_12694;100.0%
Alimand Alimentação para Empresas;24 meses;B3;22,42% a.a.;R$110.000;159;loan_11356;100.0%
Manihi Sushi;24 meses;B4;23,00% a.a.;R$167.000;159;loan_11195;100.0%
SMarine Tintas Náuticas;24 meses;C1;30,15% a.a.;R$164.000;159;loan_9892;100.0%
TOP MARCA'S;24 meses;B3;22,42% a.a.;R$164.000;159;loan_9762;100.0%
Dialne Distribuidora de Alimentos;12 meses;C3;35,91% a.a.;R$54.000;159;loan_10197;100.0%
Life Science Suprimentos Para Laboratorios;24 meses;B6;24,46% a.a.;R$54.000;159;loan_9501;100.0%
Restaurante Le Chef;24 meses;C2;32,92% a.a.;R$112.000;159;loan_5707;100.0%
Maravilha dos Calçados Infantis;24 meses;C3;35,91% a.a.;R$40.000;160;loan_9349;100.0%
IXIA Gerenciamento;24 meses;C1;30,15% a.a.;R$148.000;160;loan_9235;100.0%
InfoMedical ;24 meses;B6;24,46% a.a.;R$64.000;160;loan_8908;100.0%
Crepe Du Cheff;24 meses;C3;35,91% a.a.;R$24.000;160;loan_8633;100.0%
Zinni Gabaritos;24 meses;B6;24,46% a.a.;R$206.000;160;loan_7919;100.0%
A Cia - Steakhouse e Boutique de Carnes;24 meses;B5;23,73% a.a.;R$216.000;160;loan_8627;100.0%
Celena Projetos de Iluminação;24 meses;A3;20,27% a.a.;R$462.000;160;loan_8228;100.0%
Milan Store;24 meses;C3;35,91% a.a.;R$56.000;160;loan_5859;100.0%
MaxiSpice Alimentos;24 meses;B6;24,46% a.a.;R$108.000;160;loan_7052;100.0%
Oiwa ABC Elevadores;24 meses;B4;23,00% a.a.;R$220.000;160;loan_6003;100.0%
DC Química;15 meses;C2;32,92% a.a.;R$112.000;161;loan_5930;100.0%
AD Movelaria;24 meses;B6;24,46% a.a.;R$202.000;161;loan_5050;100.0%
Humanifick;18 meses;C3;35,91% a.a.;R$62.000;161;loan_2727;100.0%
Life Science Suprimentos Para Laboratorios;18 meses;C1;25,34% a.a.;R$104.000;161;loan_2694;100.0%
Alimand Alimentação para Empresas;24 meses;C2;26,08% a.a.;R$110.000;161;loan_2676;100.0%
EFICAZI CONSULTORIA;24 meses;C3;26,82% a.a.;R$34.000;161;loan_904;100.0%
CIRINO IMPRESSOES GRAFICAS;24 meses;B4;23,00% a.a.;R$158.000;161;loan_1977;100.0%
SERPRO SERVIÇO E PROJETO INDUSTRIAL;24 meses;C3;26,82% a.a.;R$86.000;161;loan_1455;100.0%
IGMED;24 meses;A3;20,98% a.a.;R$214.000;161;loan_972;100.0%
NEW NEFITY;24 meses;B3;22,85% a.a.;R$162.000;161;loan_886;100.0%
Line Up Logística Consulting;24 meses;B5;24,02% a.a.;R$70.000;162;loan_517;100.0%
RMotta Treinamento Empresarial;12 meses;C1;25,34% a.a.;R$54.000;162;loan_689;100.0%
Le Bichon pet shop ;24 meses;C3;26,82% a.a.;R$74.000;162;loan_658;100.0%
Hiato Transportes;24 meses;C1;23,73% a.a.;R$50.000;162;loan_237;100.0%
PERALLIS IT INNOVATION;18 meses;B4;19,70% a.a.;R$74.000;162;loan_44090;100.0%
MEDTHERM INSTRUMENTOS DE MEDICAO EIRELI;24 meses;E1;59,73% a.a.;R$28.000;162;loan_103867;100.0%
Pet Eco Espaço Vet;24 meses;C3;28,32% a.a.;R$24.000;162;loan_98801;100.0%
JAPAZOLA;24 meses;E2;61,59% a.a.;R$66.000;162;loan_97076;100.0%
SEGFORTE VIGILANCIA E SEGURANCA;24 meses;D1;35,28% a.a.;R$44.000;162;loan_97418;100.0%
Vesti;12 meses;B6;21,70% a.a.;R$50.000;162;loan_94985;100.0%
Blend Gourmet;24 meses;B5;20,70% a.a.;R$56.000;163;loan_71953;100.0%
Paulienne Lingerie;24 meses;B5;20,70% a.a.;R$324.000;163;loan_56310;100.0%
NEW YORK CAFE;24 meses;C1;25,64% a.a.;R$66.000;163;loan_89448;100.0%
ABALO COSMÉTICOS;18 meses;D1;40,77% a.a.;R$98.000;163;loan_87907;100.0%
Dasos Gestão Florestal;12 meses;B4;23,24% a.a.;R$212.000;163;loan_85919;100.0%
CONSTRUMEL;12 meses;D3;47,36% a.a.;R$54.000;163;loan_82730;100.0%
INNER COMPUTADORES;15 meses;C3;34,39% a.a.;R$26.000;163;loan_82550;100.0%
TODO BLACK E POWER;12 meses;D2;43,54% a.a.;R$16.000;163;loan_81943;100.0%
ntw contabilidade;12 meses;D2;43,54% a.a.;R$36.000;163;loan_81515;100.0%
SD Sistemas;15 meses;D1;40,77% a.a.;R$42.000;163;loan_80713;100.0%
DAL;15 meses;C2;32,80% a.a.;R$64.000;164;loan_78906;100.0%
WORKSHIP;24 meses;B5;24,22% a.a.;R$220.000;164;loan_77802;100.0%
RC DOMINIO;12 meses;C2;32,80% a.a.;R$54.000;164;loan_76799;100.0%
Haight Clothing;24 meses;B4;23,24% a.a.;R$88.000;164;loan_76730;100.0%
ALVES LACERDA ENGENHARIA E CONSTRUCAO;6 meses;D3;47,36% a.a.;R$52.000;164;loan_76402;100.0%
CONNECT;24 meses;C1;30,12% a.a.;R$66.000;164;loan_74751;100.0%
Kulm Serviços de Informática;12 meses;D3;47,36% a.a.;R$26.000;164;loan_74599;100.0%
EMBALAGENS MIGG;15 meses;D3;47,36% a.a.;R$26.000;164;loan_74575;100.0%
Carrera Emporio dos salgados massas e sorvetes;18 meses;D1;40,77% a.a.;R$44.000;164;loan_74288;100.0%
Madefolha Comércio de Revestimentos;18 meses;C2;32,80% a.a.;R$212.000;164;loan_74184;100.0%
BMF Gráfica;18 meses;C2;32,80% a.a.;R$110.000;165;loan_74644;100.0%
Chopp Kremer Express;15 meses;D1;40,77% a.a.;R$26.000;165;loan_72283;100.0%
POLIAMINAS;24 meses;B4;23,24% a.a.;R$174.000;165;loan_72255;100.0%
TECNO DECOR - TECNOLOGIA ALIADA A DECORACAO;15 meses;D1;40,77% a.a.;R$54.000;165;loan_72248;100.0%
EVOCORP;9 meses;C2;32,80% a.a.;R$26.000;165;loan_71557;100.0%
Duo Gelatto;24 meses;C3;34,39% a.a.;R$190.000;165;loan_50794;100.0%
Advice Agência;24 meses;C3;34,39% a.a.;R$66.000;165;loan_73182;100.0%
KNN IDIOMAS;15 meses;D3;47,36% a.a.;R$16.000;165;loan_72542;100.0%
WPM Informática;12 meses;D3;47,36% a.a.;R$32.000;165;loan_71236;100.0%
Churrascaria Boi Preto;18 meses;C3;34,39% a.a.;R$54.000;165;loan_71221;100.0%
BMF Gráfica;24 meses;C2;32,80% a.a.;R$110.000;166;loan_71902;100.0%
Figata Pizza e Birra;12 meses;D3;47,36% a.a.;R$104.000;166;loan_71446;100.0%
ERP Plus;12 meses;B6;25,22% a.a.;R$106.000;166;loan_71523;100.0%
SPS Consultoria;3 meses;D3;47,36% a.a.;R$16.000;166;loan_68993;100.0%
Soffie Cosméticos;12 meses;B4;23,24% a.a.;R$84.000;166;loan_70329;100.0%
Florinda;15 meses;D2;43,54% a.a.;R$32.000;166;loan_68926;100.0%
Lotici;12 meses;C3;34,39% a.a.;R$158.000;166;loan_68765;100.0%
Pet Eco Espaço Vet;12 meses;C3;34,39% a.a.;R$22.000;166;loan_68697;100.0%
Grupo HNV;12 meses;C2;32,77% a.a.;R$210.000;166;loan_66405;100.0%
PayTotal;12 meses;D3;47,30% a.a.;R$52.000;166;loan_66256;100.0%
Hanova;12 meses;B6;25,19% a.a.;R$210.000;167;loan_64163;100.0%
S-SYS - Consultoria e Desenvolvimento de Software;12 meses;B4;23,24% a.a.;R$158.000;167;loan_47501;100.0%
LEADS2B.COM;15 meses;C2;29,54% a.a.;R$74.000;167;loan_68036;100.0%
Premium;12 meses;B6;22,71% a.a.;R$210.000;167;loan_65359;100.0%
Intermares Trading;6 meses;D1;38,48% a.a.;R$104.000;167;loan_67051;100.0%
ALL TIME EVENTS;18 meses;B6;22,71% a.a.;R$100.000;167;loan_66537;100.0%
ENW;12 meses;B5;21,27% a.a.;R$108.000;167;loan_64972;100.0%
Box Delivery;12 meses;B6;22,71% a.a.;R$96.000;167;loan_60621;100.0%
FRANGO NO POTE;12 meses;C2;29,54% a.a.;R$52.000;167;loan_41496;100.0%
POLIAMINAS;24 meses;B5;21,27% a.a.;R$144.000;167;loan_37141;100.0%
Peludinhos Pet Outlet;12 meses;D3;46,44% a.a.;R$42.000;168;loan_66139;100.0%
Actionpay Brasil;6 meses;B4;20,13% a.a.;R$104.000;168;loan_64856;100.0%
RAINBOW AIR;12 meses;C2;29,54% a.a.;R$156.000;168;loan_64768;100.0%
F MARQUES;12 meses;D3;46,44% a.a.;R$26.000;168;loan_63509;100.0%
REFEICENTER;24 meses;C1;26,97% a.a.;R$134.000;168;loan_62096;100.0%
Royal Tintas ;9 meses;D3;46,44% a.a.;R$32.000;168;loan_61789;100.0%
Get Go Câmbio;12 meses;D2;41,75% a.a.;R$86.000;168;loan_54762;100.0%
Vennecy;18 meses;B6;22,71% a.a.;R$130.000;168;loan_64658;100.0%
C2Rio Tours & Travel;9 meses;B6;22,71% a.a.;R$128.000;168;loan_64504;100.0%
Kaffa Mobile;12 meses;C1;26,97% a.a.;R$108.000;168;loan_63024;100.0%
Zukkin;12 meses;D3;46,44% a.a.;R$34.000;169;loan_62754;100.0%
EAPI;18 meses;D2;41,75% a.a.;R$76.000;169;loan_62716;100.0%
Populis;12 meses;C3;33,39% a.a.;R$96.000;169;loan_62671;100.0%
MASTER SOLUCOES EM TECNOLOGIA;12 meses;D3;46,44% a.a.;R$64.000;169;loan_59166;100.0%
Edge Brasil;12 meses;C1;26,97% a.a.;R$54.000;169;loan_56396;100.0%
Loyal Profit;12 meses;C2;29,54% a.a.;R$54.000;169;loan_44768;100.0%
HPEX;12 meses;D2;41,75% a.a.;R$76.000;169;loan_62553;100.0%
EXPERIENCE SPORTS TOUR;12 meses;D2;41,75% a.a.;R$108.000;169;loan_62356;100.0%
Admiconta;24 meses;C1;26,97% a.a.;R$56.000;169;loan_61001;100.0%
Organização Contabil LM S/S;18 meses;C1;26,97% a.a.;R$88.000;169;loan_60579;100.0%
Amart;18 meses;C1;26,97% a.a.;R$124.000;170;loan_60432;100.0%
E-Nutri Produtos Nutricionais;12 meses;D3;46,44% a.a.;R$54.000;170;loan_60366;100.0%
Restaurante Guardião do Embaú;12 meses;D2;41,75% a.a.;R$54.000;170;loan_60182;100.0%
PRIME TELECOM;12 meses;C3;33,39% a.a.;R$108.000;170;loan_59989;100.0%
STUDIO GREAT;12 meses;D1;38,48% a.a.;R$108.000;170;loan_59007;100.0%
DELBOM;12 meses;C3;33,39% a.a.;R$128.000;170;loan_58350;100.0%
SafeDoor;12 meses;C3;33,39% a.a.;R$106.000;170;loan_57065;100.0%
Novacki Papel e Embalagens;9 meses;B6;22,71% a.a.;R$262.000;170;loan_53189;100.0%
Friend - Consultores e Projetos SAP;9 meses;B5;21,27% a.a.;R$80.000;170;loan_61745;100.0%
Infovale;12 meses;B6;22,71% a.a.;R$214.000;170;loan_60997;100.0%
QUEIROZ LOCADORA DE VANS;9 meses;D2;41,75% a.a.;R$24.000;171;loan_60345;100.0%
Patriota Contabilidade;12 meses;D3;46,44% a.a.;R$22.000;171;loan_59323;100.0%
Le Due;12 meses;D1;38,48% a.a.;R$28.000;171;loan_59081;100.0%
Mão na Roda;12 meses;D3;46,44% a.a.;R$22.000;171;loan_53982;100.0%
GRAO DO SUL;12 meses;D3;46,44% a.a.;R$86.000;171;loan_58448;100.0%
TRUE ACAI;12 meses;B6;22,71% a.a.;R$160.000;171;loan_58270;100.0%
EASS Serviços de Informatica Ltda;12 meses;D2;41,75% a.a.;R$18.000;171;loan_55253;100.0%
Lupa Clipping;12 meses;C3;33,39% a.a.;R$54.000;171;loan_54725;100.0%
Space Kids Berçário;12 meses;D3;46,44% a.a.;R$22.000;171;loan_35790;100.0%
AGNUS ENGENHARIA E TI;12 meses;D3;46,44% a.a.;R$22.000;171;loan_56362;100.0%
Holork;12 meses;D3;46,44% a.a.;R$16.000;172;loan_55249;100.0%
VR MONTAGEM DE MÓVEIS;18 meses;C3;33,39% a.a.;R$210.000;172;loan_55199;100.0%
Soffie Cosméticos;12 meses;B6;22,71% a.a.;R$54.000;172;loan_54890;100.0%
Zara Produções e Eventos;12 meses;D3;46,44% a.a.;R$34.000;172;loan_52974;100.0%
Descubra o Mundo Intercâmbio;12 meses;D1;38,48% a.a.;R$54.000;172;loan_51311;100.0%
BIPBOP;9 meses;C2;29,54% a.a.;R$52.000;172;loan_48379;100.0%
SHOPDESIGN;12 meses;D2;41,75% a.a.;R$32.000;172;loan_42491;100.0%
REDE PORTALMIX;12 meses;D3;46,44% a.a.;R$32.000;172;loan_54390;100.0%
Liton Chemicals;12 meses;C2;31,37% a.a.;R$106.000;172;loan_53889;100.0%
Gestão Descomplicada;12 meses;D3;46,44% a.a.;R$22.000;172;loan_53637;100.0%
Partners;12 meses;B5;23,29% a.a.;R$106.000;173;loan_53540;100.0%
Cascão implementos;12 meses;C2;31,37% a.a.;R$32.000;173;loan_53127;100.0%
BIOLAB LABORATORIO DE ANALISES CLINICAS;12 meses;D1;42,08% a.a.;R$44.000;173;loan_52770;100.0%
SOBRANCELHAS DESIGN BOULEVARD;12 meses;D1;42,08% a.a.;R$32.000;173;loan_52211;100.0%
Lander Manutenção Industrial e Locações;12 meses;D1;42,08% a.a.;R$32.000;173;loan_49339;100.0%
R S COMERCIO E PERFUMES;12 meses;B4;22,56% a.a.;R$106.000;173;loan_46471;100.0%
IP Wave Telecom;12 meses;D1;42,08% a.a.;R$54.000;173;loan_42626;100.0%
OUTRA PERSPECTIVA MOVEIS DECORATIVOS;12 meses;D3;46,44% a.a.;R$32.000;173;loan_41540;100.0%
SUATEC SERVICO TECNICO ESPECIALIZADO EM AR CONDICIONADO;12 meses;D1;42,08% a.a.;R$42.000;173;loan_54007;100.0%
EMPODERE-SE;12 meses;B6;24,02% a.a.;R$26.000;173;loan_51827;100.0%
BARRA NATACAO;12 meses;D3;46,44% a.a.;R$22.000;174;loan_48005;100.0%
ITABORAI FLEX CAR;14 meses;C3;35,28% a.a.;R$74.000;174;loan_51997;100.0%
