nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
Não+Pelo - Unidade Taquaral;18 meses;D3;46,44% a.a.;R$16.000;136;loan_41984;100.0%;41984
Fidati Consultoria de Benefícios e Seguros;21 meses;C1;28,32% a.a.;R$82.000;136;loan_40877;100.0%;40877
Inovaris - Comunicação e Eventos;12 meses;D3;46,44% a.a.;R$32.000;137;loan_23258;100.0%;23258
MX Cursos Online;24 meses;B6;24,02% a.a.;R$54.000;137;loan_41410;100.0%;41410
Emconexão - Sistemas Web para Gestão Pública e Privada;12 meses;D1;42,08% a.a.;R$36.000;137;loan_41207;100.0%;41207
Grall Engenharia - Projetos;18 meses;C1;28,32% a.a.;R$26.000;137;loan_41032;100.0%;41032
SMA Grupo - Serviços de Segurança;24 meses;B5;23,29% a.a.;R$54.000;137;loan_39546;100.0%;39546
Bier Keller Distribuidora;18 meses;D3;46,44% a.a.;R$20.000;137;loan_37829;100.0%;37829
ZAP - Materiais para Construção;24 meses;B4;22,56% a.a.;R$144.000;137;loan_36738;100.0%;36738
Pendurama E-Commerce;24 meses;C2;31,37% a.a.;R$54.000;137;loan_28533;100.0%;28533
Minuano - Indústrias de Peles;24 meses;A1;17,46% a.a.;R$534.000;137;loan_11442;100.0%;11442
Sanecob Saneamento;15 meses;D3;46,44% a.a.;R$28.000;137;loan_40356;100.0%;40356
Tênis+ Assessoria;24 meses;C1;28,32% a.a.;R$38.000;138;loan_39969;100.0%;39969
Japão Pesca - Artefatos de Pesca;9 meses;D1;42,08% a.a.;R$30.000;138;loan_39384;100.0%;39384
Saúde Lá em Casa - Produtos Saudáveis;18 meses;C3;35,28% a.a.;R$54.000;138;loan_24949;100.0%;24949
Naturallog Transportes;24 meses;B4;22,56% a.a.;R$164.000;138;loan_23585;100.0%;23585
VACCINI - CLINICA DE VACINACAO;24 meses;B5;23,29% a.a.;R$70.000;138;loan_39993;100.0%;39993
Malibu Transportes & Logística;24 meses;B5;23,29% a.a.;R$164.000;138;loan_39037;100.0%;39037
Cristalle Presentes - Loja de Casa e Decoração Online;12 meses;C1;28,32% a.a.;R$30.000;138;loan_39028;100.0%;39028
IBSGAS INSTALACAO E MANUTENCAO;18 meses;C3;35,28% a.a.;R$160.000;138;loan_39019;100.0%;39019
AG3 SOLUTIONS;24 meses;B6;24,02% a.a.;R$164.000;138;loan_38191;100.0%;38191
RGD Informática - Revenda Macro Distribuidora;9 meses;D3;46,44% a.a.;R$20.000;138;loan_37980;100.0%;37980
Mentha Painéis Decorativos;12 meses;C1;28,32% a.a.;R$110.000;139;loan_37449;100.0%;37449
GPSE Contabilidade e Consultoria;18 meses;B5;23,29% a.a.;R$108.000;139;loan_37329;100.0%;37329
Hidro Sports - Produtos Esportivos;24 meses;C1;28,32% a.a.;R$38.000;139;loan_35760;100.0%;35760
POLIGEO REVESTIMENTOS;24 meses;B6;24,02% a.a.;R$58.000;139;loan_10652;100.0%;10652
Nkoss Cosméticos e Acessórios Profissionais;21 meses;D2;43,91% a.a.;R$20.000;139;loan_38800;100.0%;38800
Iva Chiabrando Advogados;24 meses;C1;28,32% a.a.;R$74.000;139;loan_38479;100.0%;38479
SS Capotas e Acessórios;12 meses;D3;46,44% a.a.;R$26.000;139;loan_38086;100.0%;38086
Solstício Sistemas Fotovoltaicos;24 meses;B4;22,56% a.a.;R$98.000;139;loan_37662;100.0%;37662
Meu Câmbio;18 meses;B4;22,56% a.a.;R$54.000;139;loan_36877;100.0%;36877
Crossfit Analia Franco;24 meses;D1;42,08% a.a.;R$22.000;139;loan_36828;100.0%;36828
Vital Work;24 meses;B4;22,56% a.a.;R$66.000;140;loan_37716;100.0%;37716
Geosolares Energias Renováveis;24 meses;C1;28,32% a.a.;R$54.000;140;loan_37227;100.0%;37227
Centro Educacional Disneylândia;24 meses;B5;23,29% a.a.;R$164.000;140;loan_36945;100.0%;36945
Maximum Security Sistemas de Monitoramento;24 meses;B5;23,29% a.a.;R$54.000;140;loan_36897;100.0%;36897
Solutec - Soluções de Redes;24 meses;B3;21,99% a.a.;R$110.000;140;loan_36717;100.0%;36717
GIGALINK;24 meses;B3;21,99% a.a.;R$220.000;140;loan_36635;100.0%;36635
HPC;24 meses;D1;42,08% a.a.;R$22.000;140;loan_36204;100.0%;36204
Intcom Soluções de RH e Viagens Corporativas;24 meses;B6;24,02% a.a.;R$136.000;140;loan_34131;100.0%;34131
Lemar Ink Cartuchos para Impressoras;24 meses;B6;24,02% a.a.;R$110.000;140;loan_32468;100.0%;32468
Telario Importação e Exportação;24 meses;B6;24,02% a.a.;R$56.000;140;loan_13180;100.0%;13180
Fit4 Fitness - Equipamentos de Ginástica;24 meses;B4;22,56% a.a.;R$192.000;141;loan_2805;100.0%;2805
Dedicatto Mobília;24 meses;B2;21,27% a.a.;R$320.000;141;loan_37608;100.0%;37608
Droga Yan ;24 meses;C1;28,32% a.a.;R$28.000;141;loan_37096;100.0%;37096
Promafa Biofaz Derivados de Mandioca;24 meses;B6;24,02% a.a.;R$220.000;141;loan_36613;100.0%;36613
Ambra Química;24 meses;B5;23,29% a.a.;R$268.000;141;loan_36254;100.0%;36254
Tsunami Sushi;24 meses;C1;28,32% a.a.;R$30.000;141;loan_35100;100.0%;35100
Mecsupri Cartuchos para Impressão;24 meses;B6;24,02% a.a.;R$56.000;141;loan_33335;100.0%;33335
I.Systems Automação Industrial;24 meses;A2;18,16% a.a.;R$540.000;141;loan_32453;100.0%;32453
IXIA Serviços;24 meses;B4;22,56% a.a.;R$328.000;141;loan_36713;100.0%;36713
Citróleo Produtos Naturais;24 meses;B5;23,29% a.a.;R$208.000;141;loan_36242;100.0%;36242
IPrint Soluções em Impressões;24 meses;C1;28,32% a.a.;R$28.000;142;loan_35964;100.0%;35964
Pietra Acessórios;24 meses;C1;28,32% a.a.;R$70.000;142;loan_35945;100.0%;35945
Outbound Marketing Consultoria;18 meses;B5;23,29% a.a.;R$162.000;142;loan_35184;100.0%;35184
GNA - Grupo Nutriorg Ambiental;24 meses;C1;28,32% a.a.;R$142.000;142;loan_33476;100.0%;33476
NAIPI TRAVEL SERVICE;24 meses;B6;24,02% a.a.;R$56.000;142;loan_33063;100.0%;33063
KMG Produtos de Limpeza Automotiva;24 meses;D2;43,91% a.a.;R$28.000;142;loan_36001;100.0%;36001
Bilisco - Calçados e Acessórios;24 meses;D1;42,08% a.a.;R$20.000;142;loan_34950;100.0%;34950
Apontador Buscas Online;24 meses;B5;23,29% a.a.;R$314.000;142;loan_34201;100.0%;34201
Maplink Logística e Geolocalização;24 meses;B1;20,70% a.a.;R$520.000;142;loan_34193;100.0%;34193
Refran Bordados;12 meses;D3;46,44% a.a.;R$44.000;142;loan_33464;100.0%;33464
Tribo do Malte - Cervejaria e Hamburgueria;24 meses;D1;42,08% a.a.;R$28.000;143;loan_33101;100.0%;33101
SMO - Serviços Médicos Oftalmológicos;24 meses;B5;23,29% a.a.;R$234.000;143;loan_33040;100.0%;33040
Huffix Ambientes Empresariais;24 meses;B5;23,29% a.a.;R$312.000;143;loan_31652;100.0%;31652
Tubolit Adesivos e Revestimentos;24 meses;B3;21,99% a.a.;R$320.000;143;loan_30192;100.0%;30192
BrPacking Embalagens;24 meses;B4;22,56% a.a.;R$220.000;143;loan_35174;100.0%;35174
Net Profit Treinamentos - RJ;18 meses;D1;42,08% a.a.;R$86.000;143;loan_34342;100.0%;34342
Alfama Alimentos Ultracongelados;24 meses;B5;23,29% a.a.;R$318.000;143;loan_31636;100.0%;31636
CRIAR & ARTS;24 meses;D3;46,44% a.a.;R$26.000;143;loan_30902;100.0%;30902
Proquimaq/Newplac Borrachas;24 meses;A3;19,14% a.a.;R$532.000;143;loan_33641;100.0%;33641
Brumau Comércio de Óleos Vegetais;24 meses;A2;18,16% a.a.;R$528.000;143;loan_31045;100.0%;31045
TOP MARCA'S;24 meses;B3;21,99% a.a.;R$214.000;144;loan_30718;100.0%;30718
OAK's Burritos;24 meses;C1;28,32% a.a.;R$66.000;144;loan_32780;100.0%;32780
TAKAE HAIR CIA;24 meses;C2;31,37% a.a.;R$78.000;144;loan_32721;100.0%;32721
PROTVIAS;24 meses;D3;46,44% a.a.;R$56.000;144;loan_29854;100.0%;29854
Managing Consultoria;24 meses;C1;28,32% a.a.;R$44.000;144;loan_29422;100.0%;29422
SVC Laser Soluções para Impressão;24 meses;B3;21,99% a.a.;R$110.000;144;loan_28934;100.0%;28934
FOTOPONTOCOMM;24 meses;D1;42,08% a.a.;R$34.000;144;loan_32124;100.0%;32124
GB Eco Solutions;24 meses;C1;28,32% a.a.;R$98.000;144;loan_29107;100.0%;29107
Hobby Online Colecionáveis;24 meses;C1;28,32% a.a.;R$88.000;144;loan_32561;100.0%;32561
Colégio Multiplus;24 meses;B5;23,29% a.a.;R$132.000;144;loan_32288;100.0%;32288
ShopEscaramuça Roupas;24 meses;B6;24,02% a.a.;R$132.000;145;loan_31983;100.0%;31983
SK Embalagens;24 meses;C2;31,37% a.a.;R$56.000;145;loan_31889;100.0%;31889
Maestria Consórcios;24 meses;D1;42,08% a.a.;R$132.000;145;loan_31858;100.0%;31858
Alimand Alimentação para Empresas;2 meses;C1;25,49% a.a.;R$72.000;196;loan_3229;100.0%;3229
Franquia Tokiomaki Joinville;24 meses;C3;35,28% a.a.;R$28.000;145;loan_31268;100.0%;31268
Mikro-Stamp Estampas;24 meses;B5;23,29% a.a.;R$254.000;145;loan_30499;100.0%;30499
Densitel Transformadores;24 meses;B3;21,99% a.a.;R$322.000;145;loan_30166;100.0%;30166
Photosant;24 meses;B6;24,02% a.a.;R$108.000;145;loan_28928;100.0%;28928
Restaurante Container;24 meses;C1;28,32% a.a.;R$56.000;145;loan_28811;100.0%;28811
10FC Marketing ;24 meses;D3;46,44% a.a.;R$34.000;145;loan_28146;100.0%;28146
Torre Forte Auto Center;24 meses;D3;46,44% a.a.;R$34.000;146;loan_22660;100.0%;22660
Real Light Elétrica e Iluminação;24 meses;C3;35,28% a.a.;R$66.000;146;loan_30536;100.0%;30536
Brascon Comunicação Visual;24 meses;C1;28,32% a.a.;R$34.000;146;loan_30295;100.0%;30295
Authentic Auto Peças;24 meses;D1;42,08% a.a.;R$56.000;146;loan_30186;100.0%;30186
Finteligente Soluções Financeiras;18 meses;C3;35,28% a.a.;R$34.000;146;loan_30036;100.0%;30036
GESCONTROL CONSULTORIA E ASSESSORIA CORPORATIVA;24 meses;B6;24,02% a.a.;R$66.000;146;loan_29379;100.0%;29379
Ecossis Soluções Ambientais;24 meses;B6;24,02% a.a.;R$112.000;146;loan_26451;100.0%;26451
João B. Alves Representações;15 meses;B6;24,02% a.a.;R$128.000;146;loan_30080;100.0%;30080
AZ Perfumes;24 meses;B4;22,56% a.a.;R$110.000;146;loan_29612;100.0%;29612
Finnofarma;24 meses;B6;24,02% a.a.;R$78.000;146;loan_29183;100.0%;29183
Cantinho da Coxinha;24 meses;C1;28,32% a.a.;R$88.000;147;loan_28286;100.0%;28286
Ziviti Assistência em Perícia Médico-Ambiental;24 meses;C1;28,32% a.a.;R$110.000;147;loan_28010;100.0%;28010
Óticas Carol;24 meses;C1;28,32% a.a.;R$110.000;147;loan_24168;100.0%;24168
Premium;24 meses;B3;21,99% a.a.;R$220.000;147;loan_23256;100.0%;23256
Verticore IT;24 meses;B4;22,56% a.a.;R$112.000;147;loan_28659;100.0%;28659
Cacau Show Farroupilha-RS;24 meses;D1;42,08% a.a.;R$56.000;147;loan_27200;100.0%;27200
Soria Aquecedor Solar;24 meses;B5;23,29% a.a.;R$132.000;147;loan_26827;100.0%;26827
Semembrás Comércio de Sementes;24 meses;B4;22,56% a.a.;R$326.000;147;loan_24591;100.0%;24591
NextComm - Gestão e Inovação;24 meses;B3;21,99% a.a.;R$56.000;147;loan_24467;100.0%;24467
Lumini Iluminação;24 meses;A3;19,14% a.a.;R$532.000;147;loan_27950;100.0%;27950
MAKE IT SIMPLE;24 meses;B3;21,99% a.a.;R$324.000;148;loan_26815;100.0%;26815
Locat Locação de Equipamentos;24 meses;D1;42,08% a.a.;R$28.000;148;loan_26445;100.0%;26445
CRV Corretora e Consultoria Financeira;24 meses;C1;28,32% a.a.;R$40.000;148;loan_26410;100.0%;26410
Usincal Usinagem;24 meses;B4;22,56% a.a.;R$326.000;148;loan_26007;100.0%;26007
Alumínio Total Consultoria Industrial;24 meses;C1;28,32% a.a.;R$66.000;148;loan_25852;100.0%;25852
Maxtera - Grupo CDS;24 meses;B2;21,27% a.a.;R$382.000;148;loan_25818;100.0%;25818
BRQ Alimentos;24 meses;B3;21,99% a.a.;R$532.000;148;loan_25600;100.0%;25600
Romini Massas FoodService;24 meses;D1;42,08% a.a.;R$26.000;148;loan_24789;100.0%;24789
E-BORDADOS;24 meses;C3;35,28% a.a.;R$56.000;148;loan_26717;100.0%;26717
Fenix Regina Correntes e Bijuterias;24 meses;B6;24,02% a.a.;R$110.000;148;loan_25943;100.0%;25943
Playerid Loja Gamer;24 meses;C3;35,28% a.a.;R$34.000;149;loan_25378;100.0%;25378
Nina Leninha Cosmeticos ;6 meses;D2;43,91% a.a.;R$32.000;149;loan_22595;100.0%;22595
Auto Posto Laurentino;24 meses;D1;42,08% a.a.;R$28.000;149;loan_22442;100.0%;22442
Laboratório São Camilo;24 meses;C1;28,32% a.a.;R$54.000;149;loan_21372;100.0%;21372
FABRICA DE AGUARDENTE SAO JOAQUIM;24 meses;B4;22,56% a.a.;R$512.000;149;loan_25589;100.0%;25589
Wizard Piraporinha;12 meses;C2;31,37% a.a.;R$54.000;149;loan_24988;100.0%;24988
Salus Cosméticos;18 meses;C3;35,28% a.a.;R$28.000;149;loan_24772;100.0%;24772
Kendari Comunicação Visual;24 meses;B6;24,02% a.a.;R$56.000;149;loan_23259;100.0%;23259
CrossFit Saurus;24 meses;C2;31,37% a.a.;R$34.000;149;loan_21577;100.0%;21577
C&L Saúde da Pele;24 meses;C1;30,15% a.a.;R$82.000;149;loan_24083;100.0%;24083
Stein Têxtil;12 meses;C3;35,91% a.a.;R$30.000;150;loan_24018;100.0%;24018
Kern Process Engineering;24 meses;B6;24,46% a.a.;R$86.000;150;loan_23825;100.0%;23825
Real Suplementos;24 meses;B6;24,46% a.a.;R$88.000;150;loan_20497;100.0%;20497
BS Móveis Planejados;24 meses;C3;35,91% a.a.;R$34.000;150;loan_18047;100.0%;18047
Ervas e Cia;12 meses;C3;35,91% a.a.;R$26.000;150;loan_23238;100.0%;23238
Ecotecno Equipamentos para Galvanoplastia;24 meses;C1;30,15% a.a.;R$110.000;150;loan_23044;100.0%;23044
Ottom Automação;24 meses;B5;23,73% a.a.;R$28.000;150;loan_22692;100.0%;22692
Saga Indústria Têxtil;24 meses;C1;30,15% a.a.;R$110.000;150;loan_22557;100.0%;22557
FB CAPITAL;24 meses;B6;24,46% a.a.;R$110.000;150;loan_22740;100.0%;22740
Vapnet Software;24 meses;B6;24,46% a.a.;R$56.000;150;loan_22001;100.0%;22001
Carofany Livros;24 meses;B6;24,46% a.a.;R$66.000;151;loan_22510;100.0%;22510
I9CRIACOES AGENCIA 360;24 meses;D1;42,08% a.a.;R$34.000;151;loan_22285;100.0%;22285
SNT Maquinas;24 meses;C1;30,15% a.a.;R$110.000;151;loan_21055;100.0%;21055
Multiservice Transportadora;24 meses;B3;22,42% a.a.;R$88.000;151;loan_20917;100.0%;20917
Citróleo Produtos Naturais;24 meses;C3;35,91% a.a.;R$108.000;151;loan_21813;100.0%;21813
SPL Comex;24 meses;B4;23,00% a.a.;R$220.000;151;loan_22766;100.0%;22766
High End Produtos Esportivos;24 meses;B5;23,73% a.a.;R$206.000;151;loan_22585;100.0%;22585
Alfama Alimentos Ultracongelados;24 meses;B5;23,73% a.a.;R$304.000;151;loan_22513;100.0%;22513
Agro Garden;24 meses;C3;35,91% a.a.;R$34.000;151;loan_21342;100.0%;21342
Usincal Usinagem e Calderaria;24 meses;B4;23,00% a.a.;R$56.000;151;loan_19609;100.0%;19609
Teixeira Têxtil;24 meses;B2;21,70% a.a.;R$304.000;152;loan_21305;100.0%;21305
Prime Secure Corretora de Seguros;24 meses;B4;23,00% a.a.;R$78.000;152;loan_21241;100.0%;21241
Cativo Distribuidora;24 meses;B2;21,70% a.a.;R$148.000;152;loan_21088;100.0%;21088
Promafa Biofaz Derivados de Mandioca;24 meses;B4;23,00% a.a.;R$162.000;152;loan_20694;100.0%;20694
TRONTEC AUTOMACAO;24 meses;B5;23,73% a.a.;R$216.000;152;loan_20654;100.0%;20654
Pietra Acessórios;18 meses;B4;23,00% a.a.;R$54.000;152;loan_20334;100.0%;20334
REDAI;24 meses;B3;22,42% a.a.;R$108.000;152;loan_20121;100.0%;20121
Sertec Brasil - Tubos e Conexões;24 meses;C1;30,15% a.a.;R$128.000;152;loan_20776;100.0%;20776
Impacta Certificação & Treinamentos;24 meses;A3;20,27% a.a.;R$444.000;152;loan_20322;100.0%;20322
Ilumne Cursos;24 meses;C3;35,91% a.a.;R$36.000;152;loan_20067;100.0%;20067
Focco Câmbio;24 meses;C1;30,15% a.a.;R$130.000;153;loan_19821;100.0%;19821
Custom Water Rótulos e Comunicação;24 meses;C1;30,15% a.a.;R$130.000;153;loan_19365;100.0%;19365
Colégio Multiplus;24 meses;C1;30,15% a.a.;R$160.000;153;loan_18774;100.0%;18774
Multi3 Produções e Eventos;24 meses;C3;35,91% a.a.;R$56.000;153;loan_17806;100.0%;17806
Gigalink Provedor de Internet;24 meses;B2;21,70% a.a.;R$248.000;153;loan_16003;100.0%;16003
Security Dynamics;24 meses;C1;30,15% a.a.;R$132.000;153;loan_19867;100.0%;19867
Engemap Geoinformação;24 meses;B5;23,73% a.a.;R$262.000;153;loan_19495;100.0%;19495
Sigma Metais;24 meses;B3;22,42% a.a.;R$192.000;153;loan_19469;100.0%;19469
Proquimaq/Newplac Borrachas;24 meses;A3;20,27% a.a.;R$528.000;153;loan_19396;100.0%;19396
Master Piece Soluções em TI;24 meses;C3;35,91% a.a.;R$94.000;153;loan_19319;100.0%;19319
IntelServ Cobrança;24 meses;B6;24,46% a.a.;R$268.000;154;loan_18225;100.0%;18225
Celena Projetos de Iluminação;24 meses;A3;19,14% a.a.;R$166.000;132;loan_42529;100.0%;42529
Pousada Areias do Rosa;24 meses;C3;35,91% a.a.;R$56.000;154;loan_18961;100.0%;18961
Destack Portas Corta-fogo;24 meses;C1;30,15% a.a.;R$56.000;154;loan_18798;100.0%;18798
MAINFLAME COMBUSTION TECHNOLOGY;24 meses;C1;30,15% a.a.;R$78.000;154;loan_18778;100.0%;18778
Pipefit Tubos e Conexões;24 meses;C2;32,92% a.a.;R$58.000;154;loan_18061;100.0%;18061
Baby Bear Props;24 meses;C3;35,91% a.a.;R$34.000;154;loan_18025;100.0%;18025
Comunidade Geriatrica de Nova Odessa;24 meses;D1;42,08% a.a.;R$28.000;154;loan_11208;100.0%;11208
Costão do Santinho Resort;24 meses;A1;18,86% a.a.;R$520.000;154;loan_19056;100.0%;19056
Digital Segurança;24 meses;C1;30,15% a.a.;R$110.000;154;loan_17831;100.0%;17831
DH Tech Comercial e Engenharia;24 meses;C3;35,91% a.a.;R$56.000;155;loan_16832;100.0%;16832
Big & Bom Supermercados;18 meses;C3;35,91% a.a.;R$110.000;155;loan_16710;100.0%;16710
My Shop Brasil - eCommerce;24 meses;B5;23,73% a.a.;R$208.000;155;loan_16433;100.0%;16433
Krüt Consultoria ;24 meses;D1;42,08% a.a.;R$88.000;155;loan_11478;100.0%;11478
Onira Soluções Ambientais;24 meses;C1;30,15% a.a.;R$112.000;155;loan_17497;100.0%;17497
Itté - Importadora e Distribuidora Produtos Infantis;24 meses;B6;24,46% a.a.;R$76.000;155;loan_17488;100.0%;17488
R. Tashiro Consultoria;24 meses;C3;35,91% a.a.;R$26.000;155;loan_17441;100.0%;17441
quattroD - Tecnologia para Construção;24 meses;B6;24,46% a.a.;R$136.000;155;loan_17231;100.0%;17231
DC Química;24 meses;C1;30,15% a.a.;R$78.000;155;loan_13209;100.0%;13209
SMarine Tintas Náuticas;18 meses;C1;30,15% a.a.;R$48.000;155;loan_17394;100.0%;17394
NexITera Tecnologia;24 meses;C1;30,15% a.a.;R$118.000;156;loan_16889;100.0%;16889
GAYA REGULATORIOS;24 meses;B5;23,73% a.a.;R$44.000;156;loan_16492;100.0%;16492
Faculdade Paulista de Pesquisa e Ensino Superior;24 meses;B4;23,00% a.a.;R$212.000;156;loan_15928;100.0%;15928
Cialho Alimentos;24 meses;C3;35,91% a.a.;R$106.000;156;loan_15281;100.0%;15281
Projectual Engenharia;24 meses;C1;30,15% a.a.;R$164.000;156;loan_14058;100.0%;14058
MaxiSpice Alimentos;24 meses;B4;23,00% a.a.;R$216.000;156;loan_16438;100.0%;16438
Verticore IT;24 meses;B4;23,00% a.a.;R$154.000;156;loan_16180;100.0%;16180
Máxima Visão - Perícias e Vistorias;24 meses;C1;30,15% a.a.;R$66.000;156;loan_15477;100.0%;15477
Sol a Sol Confecções;24 meses;C3;35,91% a.a.;R$78.000;156;loan_15136;100.0%;15136
Idéia Midia Painéis Publicitários;24 meses;C3;35,91% a.a.;R$56.000;156;loan_14983;100.0%;14983
Violeta Restaurante;24 meses;B6;24,46% a.a.;R$56.000;157;loan_14503;100.0%;14503
SPL Comex;24 meses;B4;23,00% a.a.;R$220.000;157;loan_15557;100.0%;15557
iW Inglês Sem Enrolação - Embu Guaçu;24 meses;C3;35,91% a.a.;R$56.000;157;loan_15126;100.0%;15126
Proinox Sistemas Sanitários;24 meses;C3;35,91% a.a.;R$166.000;157;loan_11812;100.0%;11812
EQSAN;24 meses;B4;23,00% a.a.;R$164.000;157;loan_14797;100.0%;14797
Americana Motores;24 meses;C3;35,91% a.a.;R$56.000;157;loan_14596;100.0%;14596
Motel Gaivotas;24 meses;C3;35,91% a.a.;R$46.000;157;loan_13704;100.0%;13704
Hotel do Ildo;24 meses;C1;30,15% a.a.;R$112.000;157;loan_13407;100.0%;13407
RPA Auto Peças;24 meses;B6;24,46% a.a.;R$46.000;157;loan_14404;100.0%;14404
Auto Posto B&T - Itaú de Minas;24 meses;C1;30,15% a.a.;R$78.000;157;loan_14171;100.0%;14171
Globbal Pro - Escritórios e Lojas;24 meses;B6;24,46% a.a.;R$220.000;158;loan_13933;100.0%;13933
Transportadora Transbrotense;24 meses;B1;21,13% a.a.;R$412.000;158;loan_13648;100.0%;13648
BLACK HOOK FISHING;24 meses;B6;24,46% a.a.;R$56.000;158;loan_13560;100.0%;13560
Ecotecno Equipamentos para Galvanoplastia;24 meses;C3;35,91% a.a.;R$112.000;158;loan_11151;100.0%;11151
Bioma Científica Produtos e Serviços Laboratoriais;24 meses;C3;35,91% a.a.;R$58.000;158;loan_4163;100.0%;4163
Celena Projetos de Iluminação;24 meses;A3;19,14% a.a.;R$416.000;145;loan_31836;100.0%;31836
AZ Perfumes;24 meses;B6;24,46% a.a.;R$228.000;158;loan_13315;100.0%;13315
Pageware Tecnologia;24 meses;C3;35,91% a.a.;R$32.000;158;loan_13055;100.0%;13055
AlumiClaro Esquadrias de Alumínio;24 meses;C1;30,15% a.a.;R$110.000;158;loan_12413;100.0%;12413
Nova Aliança Gestão Empresarial;12 meses;C1;30,15% a.a.;R$54.000;158;loan_12237;100.0%;12237
Batuque Promo;24 meses;C1;30,15% a.a.;R$220.000;159;loan_12084;100.0%;12084
Gois e Azanha Assessoria e Consultoria;24 meses;C3;35,91% a.a.;R$28.000;159;loan_10606;100.0%;10606
Euston Automação de Sistemas;24 meses;B4;23,00% a.a.;R$118.000;159;loan_12694;100.0%;12694
Celena Projetos de Iluminação;24 meses;A2;19,56% a.a.;R$488.000;154;loan_19491;100.0%;19491
Manihi Sushi;24 meses;B4;23,00% a.a.;R$167.000;159;loan_11195;100.0%;11195
SMarine Tintas Náuticas;24 meses;C1;30,15% a.a.;R$164.000;159;loan_9892;100.0%;9892
TOP MARCA'S;24 meses;B3;22,42% a.a.;R$164.000;159;loan_9762;100.0%;9762
Dialne Distribuidora de Alimentos;12 meses;C3;35,91% a.a.;R$54.000;159;loan_10197;100.0%;10197
Life Science Suprimentos Para Laboratorios;24 meses;B6;24,46% a.a.;R$54.000;159;loan_9501;100.0%;9501
Restaurante Le Chef;24 meses;C2;32,92% a.a.;R$112.000;159;loan_5707;100.0%;5707
Maravilha dos Calçados Infantis;24 meses;C3;35,91% a.a.;R$40.000;160;loan_9349;100.0%;9349
IXIA Gerenciamento;24 meses;C1;30,15% a.a.;R$148.000;160;loan_9235;100.0%;9235
InfoMedical ;24 meses;B6;24,46% a.a.;R$64.000;160;loan_8908;100.0%;8908
Crepe Du Cheff;24 meses;C3;35,91% a.a.;R$24.000;160;loan_8633;100.0%;8633
Zinni Gabaritos;24 meses;B6;24,46% a.a.;R$206.000;160;loan_7919;100.0%;7919
A Cia - Steakhouse e Boutique de Carnes;24 meses;B5;23,73% a.a.;R$216.000;160;loan_8627;100.0%;8627
Celena Projetos de Iluminação;24 meses;A3;20,27% a.a.;R$540.000;158;loan_13896;100.0%;13896
Milan Store;24 meses;C3;35,91% a.a.;R$56.000;160;loan_5859;100.0%;5859
MaxiSpice Alimentos;24 meses;B6;24,46% a.a.;R$108.000;160;loan_7052;100.0%;7052
Oiwa ABC Elevadores;24 meses;B4;23,00% a.a.;R$220.000;160;loan_6003;100.0%;6003
DC Química;15 meses;C2;32,92% a.a.;R$112.000;161;loan_5930;100.0%;5930
AD Movelaria;24 meses;B6;24,46% a.a.;R$202.000;161;loan_5050;100.0%;5050
Humanifick;18 meses;C3;35,91% a.a.;R$62.000;161;loan_2727;100.0%;2727
Life Science Suprimentos Para Laboratorios;18 meses;C1;25,34% a.a.;R$104.000;161;loan_2694;100.0%;2694
Celena Projetos de Iluminação;24 meses;A3;20,27% a.a.;R$462.000;160;loan_8228;100.0%;8228
EFICAZI CONSULTORIA;24 meses;C3;26,82% a.a.;R$34.000;161;loan_904;100.0%;904
CIRINO IMPRESSOES GRAFICAS;24 meses;B4;23,00% a.a.;R$158.000;161;loan_1977;100.0%;1977
SERPRO SERVIÇO E PROJETO INDUSTRIAL;24 meses;C3;26,82% a.a.;R$86.000;161;loan_1455;100.0%;1455
IGMED;24 meses;A3;20,98% a.a.;R$214.000;161;loan_972;100.0%;972
NEW NEFITY;24 meses;B3;22,85% a.a.;R$162.000;161;loan_886;100.0%;886
Line Up Logística Consulting;24 meses;B5;24,02% a.a.;R$70.000;162;loan_517;100.0%;517
RMotta Treinamento Empresarial;12 meses;C1;25,34% a.a.;R$54.000;162;loan_689;100.0%;689
Le Bichon pet shop ;24 meses;C3;26,82% a.a.;R$74.000;162;loan_658;100.0%;658
Hiato Transportes;24 meses;C1;23,73% a.a.;R$50.000;162;loan_237;100.0%;237
PERALLIS IT INNOVATION;18 meses;B4;19,70% a.a.;R$74.000;162;loan_44090;100.0%;44090
MEDTHERM INSTRUMENTOS DE MEDICAO EIRELI;24 meses;E1;59,73% a.a.;R$28.000;162;loan_103867;100.0%;103867
Pet Eco Espaço Vet;24 meses;C3;28,32% a.a.;R$24.000;162;loan_98801;100.0%;98801
JAPAZOLA;24 meses;E2;61,59% a.a.;R$66.000;162;loan_97076;100.0%;97076
SEGFORTE VIGILANCIA E SEGURANCA;24 meses;D1;35,28% a.a.;R$44.000;162;loan_97418;100.0%;97418
Vesti;12 meses;B6;21,70% a.a.;R$50.000;162;loan_94985;100.0%;94985
Blend Gourmet;24 meses;B5;20,70% a.a.;R$56.000;163;loan_71953;100.0%;71953
Paulienne Lingerie;24 meses;B5;20,70% a.a.;R$324.000;163;loan_56310;100.0%;56310
NEW YORK CAFE;24 meses;C1;25,64% a.a.;R$66.000;163;loan_89448;100.0%;89448
