147581;GRAO SUL TRANSPORTES
152221;Madeireira Canelinha 
150229;H & E CONSTRUCAO E ACABAMENTO
144372;BICALHO CALCADOS
146591;TRABUCA
147810;ORCOMA-ORG. COMERCIAL E SERVICOS
152923;BRASIL LOGIC SOLUCOES
150416;Taunos 
147549;Vitrine das sandálias
149491;MULTI IMOB
149895;NL Turismo
134117;LEXOS SOLUCAO EM TECNOLOGIA LTDA
149244;NATUM BIO COSMETICOS
150753;ANIMALMED HOSPITAL VETERINARIO
140176;FEELJOY
147473;PASCON/MARTINS RECICLAGEM INDUSTRIAL
151979;Hear Music & Audio
